name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
Rucksack Bag,,"Rucksack + Detachable Day Pack & Rain Cover Army Green <div> <ul> <li></li> <li>Hard fibre support in the back along with aluminium rod provides a strong internal frame</li> <li>Extra soft breathable cushioning on the back provides easy air flow while walking for long hours.</li> <li>8 Utility straps to wrap additional items (sleeping bag, mat, camping equipment) on the sides, bottom and top</li> <li>Elastic cords and hooks on the day pack to hold mountaineering gear and additional emergency items</li> <li>Double layered strong fabric at the bottom provides durability for rough usage and carrying excess load</li> <li>Base Pads on the bottom protects from rough terrain</li> </ul> <div> <p><b>Product Details</b></p> <ul> <li>CAPACITY 80 Litres (Including Detachable Day Pack)</li> <li>FRAME Internal frame with hard fibre support and aluminum rod</li> <li>USAGE Ideal for long duration hikes lasting more than 15 days and for carrying luggage on motorcycles and cars; Army Grade</li> <li>RAIN COVER Included inside the Velcro pocket at the base of the rucksack</li> <li>FABRIC MATERIAL 250 GSM Water-Repellant PU Coated Polyester</li> <li>BUCKLE MATERIAL Delrin</li> <li>WEBBING MATERIAL Polypropylene</li> <li>DIMENSIONS 31 inch X 14 inch X 11 inch (When fully filled)</li> <li>WEIGHT 2.3 kg</li> </ul> </div>",https://retail-bpp-infra2.becknprotocol.io/attachments/view/269.jpg,Bagpack:Y|category:Retail|Rucksack:Y|Trekking:Y|Bag-pack:Y|Bag:Y|Pack:Y|Hiking:Y,,,IN2697186,3999,standard,10000,false,,
